,label,red,green,blue,hue,sat,val,img_height,img_width,total_px,short_path,full_path
0,0,0.232009961131,0.121888510565,0.0409634084574,36.224313402,0.808038404881,0.232447938274,512,384,196608,train/not_pizza/10060.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/10060.jpg
1,0,0.637749953822,0.452794808413,0.490195178594,205.991908434,0.468141047559,0.679158268639,512,512,262144,train/not_pizza/1008028.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1008028.jpg
2,0,0.398432974805,0.340697123226,0.371351690279,175.90336439,0.374068758926,0.461239471635,512,512,262144,train/not_pizza/1008185.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1008185.jpg
3,0,0.58464779214,0.307439915941,0.103829139449,64.4196155865,0.809770232804,0.584693239315,512,512,262144,train/not_pizza/1012128.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1012128.jpg
4,0,0.512542960667,0.47219605762,0.41307153743,104.964424657,0.303246491028,0.529292355297,512,512,262144,train/not_pizza/1013559.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1013559.jpg
5,0,0.627473994641,0.511164550718,0.38837972196,35.5472259938,0.427505101046,0.627625006798,384,512,196608,train/not_pizza/101675.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/101675.jpg
6,0,0.384483806455,0.36540234295,0.360503433663,128.908455829,0.277431678467,0.401128473975,384,512,196608,train/not_pizza/1022922.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1022922.jpg
7,0,0.678214191556,0.516104189728,0.477659141313,79.3140642626,0.362826377749,0.678958940133,512,512,262144,train/not_pizza/1023442.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1023442.jpg
8,0,0.566883870292,0.471908436966,0.375926279893,35.0631322129,0.389100710372,0.567080080344,512,384,196608,train/not_pizza/1027121.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1027121.jpg
9,0,0.523093113207,0.377672388731,0.410021082198,210.895892713,0.399532695953,0.54107240873,512,512,262144,train/not_pizza/1027272.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1027272.jpg
10,0,0.586565359593,0.529266312123,0.338672657017,65.5444181759,0.504504465535,0.603876934711,512,512,262144,train/not_pizza/1028159.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1028159.jpg
11,0,0.780211570402,0.70992795297,0.618882671126,161.703175192,0.269156197662,0.797980534833,512,512,262144,train/not_pizza/1028777.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1028777.jpg
12,0,0.447589237258,0.388359626906,0.295242218496,57.7209755464,0.429129108229,0.452291667223,512,512,262144,train/not_pizza/1029964.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1029964.jpg
13,0,0.202039468202,0.133583944132,0.0946300336859,131.050759411,0.548392871224,0.216625136089,512,512,262144,train/not_pizza/1032814.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1032814.jpg
14,0,0.538639180912,0.411430797658,0.229520332099,36.2158937213,0.596503261095,0.538842279622,512,512,262144,train/not_pizza/1035379.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1035379.jpg
15,0,0.515337636033,0.313973014104,0.206366037402,69.8420147779,0.64549898214,0.516782912471,512,512,262144,train/not_pizza/1037991.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1037991.jpg
16,0,0.552960448534,0.404188108877,0.489692494425,259.701434693,0.370221598688,0.578399933621,512,512,262144,train/not_pizza/1038052.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1038052.jpg
17,0,0.68409720396,0.533826452211,0.416126594351,57.8597996943,0.442474357547,0.687242225829,342,512,175104,train/not_pizza/103891.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/103891.jpg
18,0,0.60931090491,0.478560605589,0.392571173871,118.92820838,0.494065956733,0.636219882923,512,512,262144,train/not_pizza/1039551.jpg,/Users/VanessaG/Desktop/pizza_class_data/train/not_pizza/1039551.jpg
